,ADAM17.PIK3C,ADAM17.AKT,ADAM17.MTOR_1,ADAM17.BCL2_BCL2L1,ADAM17.FGFR,ADAM17.MAP2K_1,ADAM17.PIK3CB_PIK3CD,AKT.FGFR,AKT.ERBB,AKT.Cisplatin,AKT.ATR_4,AKT.HDAC_4,AKT.TNF,AKT.PIK3CA_4,AKT.PIK3C_2,AKT.AKT_1,AKT.ALK_IGFR,AKT.BCL2L1,AKT.Chloroquine,AKT.CSNK2A1_2,AKT.EGFR,AKT.PIP5K1,AKT.TNKS_PARP6,AKT_1.BCL2_2,AKT_1.BCL2L1,AKT_1.EGFR,AKT_1.ESR1_1,AKT_1.Chloroquine,AKT_1.EGFR_2,AKT_1.PIK3C,AKT_1.ALK_IGFR,AKT_1.BCL2_BCL2L1,AKT_1.ESR1,AKT_1.PIK3C_2,AKT_1.PIK3CB_PIK3CD,AKT_SGK.BCL2_BCL2L1,AKT_SGK.FGFR,AKT_SGK.MAP2K_1,AKT_SGK.PIK3C,ALK.EGFR_2,ALK.PIK3C,ALK.CSNK2A1_2,ALK.MTOR_1,ALK_2.MTOR_1,ALK_2.PIK3CB,ALK_2.TOP2,ALK_IGFR.MTOR_1,ALK_IGFR.PIK3CB_PIK3CD,ATM.Gemcitabine,ATR_4.BCL2_BCL2L1,ATR_4.HDAC_4,ATR_4.IAP,ATR_4.CarboTaxol,ATR_4.MAP2K_1,ATR_4.MTOR_1,BCL2.CarboTaxol,BCL2.Topotecan,BCL2.CSNK2A1_2,BCL2.IGFR_4,BCL2.Oxaliplatin,BCL2.MAP2K_1,BCL2_2.Vinorelbine,BCL2_2.EGFR_2,BCL2_BCL2L1.FGFR,BCL2_BCL2L1.Gemcitabine,BCL2_BCL2L1.IAP,BCL2_BCL2L1.MAP2K_1,BCL2_BCL2L1.PIM1,BCL2_BCL2L1.PIK3CA_4,BCL2_BCL2L1.EGFR,BCL2_BCL2L1.FASN,BCL2_BCL2L1.SLC16A4,BCL2_BCL2L1_BCL2L2.FGFR,BCL2L1.CarboTaxol,BCL2L1.Vinorelbine,BCL2L1.MTOR_1,BCL2L1.PIK3C,BCL2L1.IAP,BRAF_M.MAP2K_1,BRAF_M2.MAP2K_3,BRAF_M2.MAP2K_1,Carboplatin.CSNK2A1_2,CarboTaxol.CSNK2A1_2,CHEK1.IAP,Chloroquine.PIK3C,Chloroquine.FGFR,Cisplatin.FGFR,Cisplatin.HDAC_4,Cisplatin.PIK3C,Cisplatin.PARP1,CSNK2A1_2.Gemcitabine,CSNK2A1_2.SYK,CSNK2A1_2.PIK3CA_3,CSNK2A1_2.TNFSF10,Doxorubicin.TOP2,Doxorubicin.IAP,EG5.PIK3CB_PIK3CD,EG5.PARP1,EG5.PIM1,EGFR.FGFR,EGFR.MAP2K_1,ERBB.FGFR,ERBB.IAP,ERBB.MTOR_1,ERBB.Gemcitabine,ERBB.MAP2K_1,ERBB.PIK3CA_4,ESR1.FGFR,ESR1.MTOR_1,ESR1.MAP2K_1,ESR1_1.PIK3C,ESR1_1.MTOR_1,ESR1_3.MTOR_1,FASN.MAP2K_1,FASN.MTOR_1,FGFR.MTOR_1,FGFR.SLC16A4,FGFR.TNKS_PARP6,FGFR.Proteasome_2,FGFR.PIK3C_MTOR,FGFR.MTOR_3,FGFR.WNT,Gemcitabine.PARP1,HDAC_4.PARP1,HSP90.PARP1,HSP90.PIK3C,HSP90.MAP2K_1,IAP.PIK3CA_3,IAP.PIK3CB,IAP.PARP1,IAP.PIK3C,IAP.IGFR_3,IAP.SN38,IAP.TOP2_2,IAP.Topotecan,IAP.Vinorelbine,IAP.IGFR_4,IAP.Oxaliplatin,IAP.PTK2,IAP.JAK,IAP.TNF,IGFR_3.MAP2K_1,IGFR_3.TKI,IGFR_4.MAP2K_1,JAK.MTOR,MAP2K_1.PIM1,MAP2K_1.MTOR_1,MAP2K_1.PIK3C,MAP2K_1.SLC16A4,MAP2K_1.TKI,MAP2K_1.PIP5K1,MAP2K_1.PTK2,MAP2K_3.PIK3C,MTOR_1.PIK3C,MTOR_1.PIK3CA_4,MTOR_1.TNKS_PARP6,MTOR_1.SLC16A4,PARP1.PIK3C,PARP1.PIK3CB_PIK3CD,PIK3C.PIM1,PIK3C.PIP5K1,PIK3C.TNFSF10,PIK3C_2.PIK3CA_4,PIK3CB.Topotecan,PIK3CB_PIK3CD.PIP5K1,PIK3CB_PIK3CD.TNKS_PARP6,PIK3CB_PIK3CD.SLC16A4,PIK3CB_PIK3CD.PIK3CB_PIK3CD,PIM1.TOP2_2
AKT_1.ESR1,0,0.609207699,0,0,0,0,0,0.497416003,0.544891931,0.609207699,0.609207699,0.617849375,0.609207699,0.609207699,0.610767773,0.703452458,0.544891931,0.609207699,0.609207699,0.609207699,0.609207699,0.609207699,0.544891931,0.494845361,0.494845361,0.494845361,1,0.494845361,0.494845361,0.497416003,0.403347103,0.403347103,1,0.497416003,0.403347103,0.349010156,0.312004212,0.349010156,0.404735566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355371158,0.502570711,0.410347267,0.505154639,0.502570711,0.502570711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT_1.PIK3C_2,0.497416003,0.612372436,0,0,0,0,0.471404521,0.5,0.547722558,0.612372436,0.612372436,0.621059003,0.612372436,0.816496581,0.964763821,0.707106781,0.547722558,0.612372436,0.612372436,0.612372436,0.612372436,0.612372436,0.547722558,0.497416003,0.497416003,0.497416003,0.497416003,0.497416003,0.497416003,1,0.405442427,0.405442427,0.497416003,1,0.878458592,0.350823208,0.313625024,0.350823208,0.813676204,0,0.497416003,0,0,0,0.288675135,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0.497416003,0,0,0,0,0,0,0,0.497416003,0,0,0,0.497416003,0,0,0,0.288675135,0,0,0,0.471404521,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0.497416003,0,0,0,0,0,0,0,0,0.313625024,0,0,0,0,0,0.497416003,0,0.182574186,0.182574186,0,0.313625024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405442427,0,0,0,0,0.511992112,0.497416003,0.288675135,0,0,0.497416003,0.471404521,0.497416003,0.497416003,0.497416003,0.627093444,0.204124145,0.471404521,0.40824829,0.40824829,0.40824829,0
AKT_1.PIK3CB_PIK3CD,0.470571621,0.496563533,0,0,0,0,0.668945876,0.405442427,0.444139926,0.496563533,0.496563533,0.503607339,0.496563533,0.496563533,0.829725241,0.573382179,0.444139926,0.496563533,0.496563533,0.496563533,0.496563533,0.496563533,0.444139926,0.403347103,0.403347103,0.403347103,0.403347103,0.403347103,0.403347103,0.878458592,0.328767123,0.328767123,0.403347103,0.878458592,1,0.284477226,0.254313782,0.284477226,0.714780853,0,0.470571621,0,0,0,0.409644015,0,0,0.579324122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470571621,0,0,0,0,0,0,0,0.470571621,0,0,0,0.470571621,0,0,0,0,0,0,0,0.668945876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470571621,0,0,0,0,0,0,0,0,0.296699412,0,0,0,0,0,0.470571621,0,0,0.259081624,0,0.296699412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383561644,0,0,0,0,0.48436109,0.470571621,0,0,0,0.470571621,0.668945876,0.470571621,0.470571621,0.470571621,0.374684635,0.289662061,0.668945876,0.579324122,0.579324122,0.579324122,0
AKT_SGK.BCL2_BCL2L1,0,0.429668924,0,0.578828761,0,0,0,0.350823208,0.384307569,0.429668924,0.429668924,0.435763824,0.429668924,0.429668924,0.430769231,0.496138938,0.384307569,0.429668924,0.429668924,0.429668924,0.429668924,0.429668924,0.384307569,0.705291356,0.349010156,0.349010156,0.349010156,0.349010156,0.349010156,0.350823208,0.284477226,0.865284895,0.349010156,0.350823208,0.284477226,1,0.444692204,0.497435897,0.576860002,0,0,0,0,0,0,0,0,0,0,0.578828761,0,0,0,0,0,0.354458778,0.250640206,0.354458778,0.354458778,0.354458778,0.289414381,0.289414381,0.354458778,0.448358831,0.409293742,0.409293742,0.501280412,0.578828761,0.578828761,0.578828761,0.578828761,0.501280412,0.204646871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT_SGK.FGFR,0,0.38411064,0,0,0.67219362,0,0,0.862468816,0.343559001,0.38411064,0.38411064,0.38955929,0.38411064,0.38411064,0.385094279,0.443532763,0.343559001,0.38411064,0.38411064,0.38411064,0.38411064,0.38411064,0.343559001,0.312004212,0.312004212,0.312004212,0.312004212,0.312004212,0.312004212,0.313625024,0.254313782,0.254313782,0.312004212,0.313625024,0.254313782,0.444692204,1,0.444692204,0.51569488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601228251,0,0,0,0,0,0,0,0,0.548843792,0,0,0,0,0,0,0,0,0,0,0,0,0.67219362,0.67219362,0,0,0,0,0,0,0,0,0,0,0,0,0.67219362,0,0.601228251,0,0,0,0,0,0.67219362,0,0,0,0,0,0,0,0.67219362,0.601228251,0.601228251,0.67219362,0.602459016,0.67219362,0.601228251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT_SGK.MAP2K_1,0,0.429668924,0,0,0,0.578828761,0,0.350823208,0.384307569,0.429668924,0.429668924,0.435763824,0.429668924,0.429668924,0.430769231,0.496138938,0.384307569,0.429668924,0.429668924,0.429668924,0.429668924,0.429668924,0.384307569,0.349010156,0.349010156,0.349010156,0.349010156,0.349010156,0.349010156,0.350823208,0.284477226,0.284477226,0.349010156,0.350823208,0.284477226,0.497435897,0.444692204,1,0.576860002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578828761,0,0,0,0,0,0,0.578828761,0,0,0,0,0,0.501280412,0,0,0,0,0,0,0,0,0,0,0,0.578828761,0.486313432,0.578828761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578828761,0,0,0,0,0.501280412,0,0,0,0.578828761,0,0,0,0.578828761,0,0,0,0,0,0,0,0,0,0,0,0,0.578828761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578828761,0,0.578828761,0,0.578828761,0.578828761,0.580807669,0.501280412,0.448358831,0.578828761,0.578828761,0.488962057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT_SGK.PIK3C,0.404735566,0.498272879,0,0,0,0,0.383570641,0.406838102,0.445668812,0.498272879,0.498272879,0.505340933,0.498272879,0.664363839,0.785005364,0.575355962,0.445668812,0.498272879,0.498272879,0.498272879,0.498272879,0.498272879,0.445668812,0.404735566,0.404735566,0.404735566,0.404735566,0.404735566,0.404735566,0.813676204,0.329898855,0.329898855,0.404735566,0.813676204,0.714780853,0.576860002,0.51569488,0.576860002,1,0,0.404735566,0,0,0,0.234888088,0,0,0.332181919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191785321,0,0,0,0,0,0,0,0.404735566,0,0,0,0,0,0,0,0.404735566,0,0,0,0.404735566,0,0,0,0.234888088,0,0,0,0.383570641,0,0,0,0,0,0,0,0,0,0.191785321,0,0,0,0.404735566,0,0,0,0,0,0,0,0,0.255189219,0,0,0,0,0,0.404735566,0,0.148556271,0.148556271,0,0.255189219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329898855,0,0,0,0,0.416595798,0.404735566,0.234888088,0,0,0.404735566,0.383570641,0.404735566,0.404735566,0.404735566,0.510251013,0.16609096,0.383570641,0.332181919,0.332181919,0.332181919,0
ALK.EGFR_2,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0.316227766,0,0,0,0.353553391,0,0,0,0,0.502570711,0,0,0.502570711,0,0.409644015,0,0,0,0,0,0,0,0,1,0.502570711,0.5,0.5,0.5,0.5,0.40824829,0.40824829,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0.40824829,0.316227766,0.288675135,0.40824829,0.288675135,0.353553391,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALK.PIK3C,0.494845361,0,0,0,0,0,0.468968305,0,0,0,0,0,0,0.203069233,0.349010156,0,0.317853626,0,0,0,0,0,0,0,0,0,0,0,0,0.497416003,0.411750168,0,0,0.497416003,0.470571621,0,0,0,0.404735566,0.502570711,1,0.502570711,0.502570711,0.502570711,0.789753974,0.410347267,0.410347267,0.761509624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234484153,0,0,0,0,0,0,0,0.494845361,0,0,0,0,0,0,0,0.494845361,0,0,0,0.494845361,0,0,0,0.287183263,0,0,0,0.468968305,0,0,0,0,0,0,0,0,0,0.234484153,0,0,0,0.494845361,0,0,0,0,0,0,0,0,0.312004212,0,0,0,0,0,0.494845361,0,0.181630644,0.181630644,0,0.312004212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403347103,0,0,0,0,0.50934614,0.494845361,0.287183263,0,0,0.494845361,0.468968305,0.494845361,0.494845361,0.494845361,0.623852629,0.203069233,0.468968305,0.406138466,0.406138466,0.406138466,0
ALK.CSNK2A1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0.409644015,0,0,0,0,0,0,0,0,0.5,0.502570711,1,0.5,0.5,0.5,0.40824829,0.40824829,0.353553391,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.316227766,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALK.MTOR_1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409644015,0,0,0,0,0,0,0,0,0.5,0.502570711,0.5,1,1,0.5,0.40824829,0.816496581,0.353553391,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0.353553391,0,0,0,0.316875111,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0.40824829,0,0,0,0,0,0,0.502570711,0.5,0.40824829,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0
ALK_2.MTOR_1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409644015,0,0,0,0,0,0,0,0,0.5,0.502570711,0.5,1,1,0.5,0.40824829,0.816496581,0.353553391,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0.353553391,0,0,0,0.316875111,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0.40824829,0,0,0,0,0,0,0.502570711,0.5,0.40824829,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0
ALK_2.PIK3CB,0.287183263,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0.202547873,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0.409644015,0,0,0.288675135,0.409644015,0,0,0,0.234888088,0.5,0.789753974,0.5,0.5,0.5,1,0.40824829,0.40824829,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287183263,0,0,0,0,0,0,0,0.287183263,0,0,0,0.287183263,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287183263,0,0,0,0,0,0,0,0,0.181071492,0,0,0,0,0,0.287183263,0,0,0.316227766,0,0.181071492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234082294,0,0,0,0,0.295598783,0.287183263,0,0,0,0.287183263,0.40824829,0.287183263,0.287183263,0.287183263,0.22866478,0.353553391,0.40824829,0.353553391,0.353553391,0.353553391,0
ALK_2.TOP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334472938,0,0,0,0,0,0,0,0,0.40824829,0.410347267,0.40824829,0.40824829,0.40824829,0.40824829,1,0.333333333,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655956465,0.134916651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829
ALK_IGFR.MTOR_1,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516397779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668945876,0,0,0,0,0,0,0,0,0.40824829,0.410347267,0.40824829,0.816496581,0.816496581,0.40824829,0.333333333,1,0.577350269,0,0,0,0,0,0,0.40824829,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.40824829,0,0,0.40824829,0.40824829,0,0.40824829,0.288675135,0,0,0,0.258727445,0.288675135,0,0,0,0,0,0,0,0,0,0,0.25819889,0,0,0,0,0.25819889,0,0,0,0,0.333333333,0.288675135,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0.410347267,0.40824829,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0
ALK_IGFR.PIK3CB_PIK3CD,0.406138466,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0.28644595,0,0.447213595,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0.579324122,0,0,0.40824829,0.579324122,0,0,0,0.332181919,0.353553391,0.761509624,0.353553391,0.353553391,0.353553391,0.707106781,0.288675135,0.577350269,1,0,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406138466,0,0,0,0,0,0,0,0.406138466,0,0,0,0.406138466,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406138466,0,0,0,0,0,0,0,0,0.25607376,0,0,0,0,0,0.406138466,0,0,0.223606798,0,0.25607376,0.223606798,0,0,0,0,0.223606798,0,0,0,0,0.288675135,0.25,0.288675135,0,0,0,0.331042355,0,0,0,0,0.418039809,0.406138466,0,0,0,0.406138466,0.577350269,0.406138466,0.406138466,0.406138466,0.323380833,0.25,0.577350269,0.5,0.5,0.5,0
ATM.Gemcitabine,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.316227766,0,0,0.316227766,0.223606798,0,0,0.316227766,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0.316227766,0.316227766,0,0,0,0.223606798,0.325395687,0.317853626,0.316227766,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.169030851,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0
ATR_4.BCL2_BCL2L1,0,0,0,0.666666667,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0.410347267,0,0,0,0,0,0,0,0.668945876,0,0,0,0.578828761,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.420084025,0.25819889,0.40824829,0.333333333,0.40824829,0.40824829,0.288675135,0.40824829,0.40824829,0.40824829,0.333333333,0.333333333,0.40824829,0.516397779,0.471404521,0.471404521,0.577350269,0.666666667,0.666666667,0.666666667,0.666666667,0.577350269,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATR_4.HDAC_4,0,0,0,0,0,0,0,0,0,0,0.363803438,0.327968025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420084025,1,0.325395687,0.514495755,0.420084025,0.514495755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATR_4.IAP,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25819889,0.325395687,1,0.316227766,0.25819889,0.316227766,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.731541922,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.801637668,0.8,0.730296743,0.8,0.676123404,0.730296743,0.8,0.8,0.8,0.730296743,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATR_4.CarboTaxol,0,0,0,0,0,0,0,0,0,0.353553391,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0.40824829,0.514495755,0.316227766,1,0.40824829,0.5,0.5,0.353553391,0,0,0.5,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.353553391,0.514495755,0.502570711,0.5,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0
ATR_4.MAP2K_1,0,0,0,0,0,0.666666667,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578828761,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.420084025,0.25819889,0.40824829,1,0.40824829,0,0,0,0,0,0.666666667,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.560112034,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0.577350269,0,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0,0.666666667,0.666666667,0.668945876,0.577350269,0.516397779,0.666666667,0.666666667,0.563162591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATR_4.MTOR_1,0,0,0.5,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.40824829,0,0,0.40824829,0.514495755,0.316227766,0.5,0.40824829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0.353553391,0,0,0,0.316875111,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0.40824829,0,0,0,0,0,0,0.502570711,0.5,0.40824829,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0
BCL2.CarboTaxol,0,0,0,0.40824829,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502570711,0,0,0,0,0,0,0,0.409644015,0,0,0,0.354458778,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0.40824829,0,0,0.5,0,0,1,0.707106781,0.5,0.5,1,0.40824829,0.40824829,0.5,0.316227766,0.577350269,0.288675135,0.353553391,0.40824829,0.40824829,0.40824829,0.40824829,0.353553391,0.288675135,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.353553391,0.514495755,0.502570711,0.5,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0
