"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
"MDA-MB-468",0.136986301369863,0.023972602739726,0.208904109589041,0.0582191780821918,0.0308219178082192,0.00684931506849315,0.0136986301369863,0,0.00342465753424658,0.00342465753424658,0.00342465753424658,0,0,0,0,0.0582191780821918,0.133561643835616,0.10958904109589,0.0308219178082192,0.00684931506849315,0.00342465753424658,0.00342465753424658,0,0,0,0,0,0,0.0993150684931507,0.0376712328767123,0.0136986301369863,0.00342465753424658,0,0,0,0.00342465753424658,0,0,0.00342465753424658,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFM-223",0.0416666666666667,0.0783333333333333,0.186666666666667,0.0533333333333333,0.0783333333333333,0.0166666666666667,0.00833333333333333,0,0.00333333333333333,0.00333333333333333,0.00166666666666667,0,0,0,0.00166666666666667,0.126666666666667,0.165,0.0866666666666667,0.0216666666666667,0.00833333333333333,0.005,0.00666666666666667,0.00166666666666667,0.00333333333333333,0,0.00166666666666667,0.005,0.00333333333333333,0.0433333333333333,0.0333333333333333,0.005,0.00166666666666667,0,0,0.00166666666666667,0.00166666666666667,0,0,0.00166666666666667,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H1299",0.100569259962049,0.015180265654649,0.0626185958254269,0.0834914611005693,0.129032258064516,0.0967741935483871,0.0607210626185958,0.0170777988614801,0.00759013282732448,0.00569259962049336,0,0,0,0,0.00189753320683112,0.00189753320683112,0.0398481973434535,0.0512333965844402,0.0265654648956357,0.0227703984819734,0.0189753320683112,0.00379506641366224,0.00379506641366224,0.00379506641366224,0.00379506641366224,0.00189753320683112,0,0,0.0455407969639469,0.0815939278937381,0.0246679316888046,0.0360531309297913,0.00569259962049336,0,0,0,0,0,0,0.0113851992409867,0.0132827324478178,0.0094876660341556,0,0.00189753320683112,0.00189753320683112,0,0,0,0.00379506641366224,0.00189753320683112,0,0.00189753320683112,0,0,0,0.00189753320683112,0,0
"NCI-H1437",0.156028368794326,0.0319148936170213,0.180851063829787,0.0815602836879433,0.0780141843971631,0.0319148936170213,0.00354609929078014,0.00709219858156028,0.00709219858156028,0,0,0,0,0,0,0.00709219858156028,0.152482269503546,0.0567375886524823,0.0177304964539007,0.0106382978723404,0.00354609929078014,0.0106382978723404,0,0,0,0,0,0,0.102836879432624,0.0283687943262411,0.0106382978723404,0.00709219858156028,0.00354609929078014,0,0,0,0,0,0,0.00354609929078014,0.00354609929078014,0,0.00354609929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H1563",0.0906666666666667,0.0106666666666667,0.064,0.088,0.114666666666667,0.04,0.0213333333333333,0.0133333333333333,0.016,0.00266666666666667,0.00533333333333333,0.00533333333333333,0,0,0.0266666666666667,0.008,0.109333333333333,0.0506666666666667,0.0266666666666667,0.00266666666666667,0.00266666666666667,0.00266666666666667,0,0.00266666666666667,0,0,0,0.00266666666666667,0.125333333333333,0.0613333333333333,0.0453333333333333,0.016,0.0106666666666667,0,0.00533333333333333,0.00533333333333333,0,0.00266666666666667,0.00266666666666667,0.0186666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H1703",0.161434977578475,0.0896860986547085,0.20627802690583,0.062780269058296,0.0179372197309417,0.0134529147982063,0.0224215246636771,0.0224215246636771,0.00448430493273543,0,0.00896860986547085,0,0,0,0.00896860986547085,0.103139013452915,0.15695067264574,0.0538116591928251,0.00448430493273543,0.0134529147982063,0.0224215246636771,0.00896860986547085,0,0,0,0,0,0,0,0.00896860986547085,0.00896860986547085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H1793",0.0915032679738562,0.0196078431372549,0.133986928104575,0.0555555555555556,0.0816993464052288,0.0163398692810458,0.00980392156862745,0.0065359477124183,0.00326797385620915,0,0,0,0.00326797385620915,0.00326797385620915,0.00326797385620915,0.0686274509803922,0.209150326797386,0.0490196078431373,0.0228758169934641,0.0163398692810458,0,0,0,0,0,0,0,0,0.160130718954248,0.0130718954248366,0.0261437908496732,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H1975",0.120822622107969,0.0488431876606684,0.125964010282776,0.0925449871465296,0.0951156812339332,0.0154241645244216,0.0205655526992288,0.0025706940874036,0,0.0025706940874036,0.0025706940874036,0,0,0,0,0.107969151670951,0.16452442159383,0.0539845758354756,0.0359897172236504,0,0,0.0025706940874036,0,0,0,0.0025706940874036,0,0,0.051413881748072,0.0282776349614396,0.0051413881748072,0.0051413881748072,0,0.0051413881748072,0,0,0,0,0,0.0102827763496144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H2085",0.122983870967742,0.0241935483870968,0.167338709677419,0.155241935483871,0.0564516129032258,0.0100806451612903,0.00806451612903226,0.0100806451612903,0,0.00806451612903226,0,0.00403225806451613,0,0,0.00806451612903226,0.11491935483871,0.169354838709677,0.0584677419354839,0.0120967741935484,0,0,0,0,0,0,0,0,0.00201612903225806,0.0403225806451613,0.0201612903225806,0.00806451612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H2170",0.136986301369863,0,0.0273972602739726,0.0445205479452055,0.0924657534246575,0.0376712328767123,0.0547945205479452,0.0342465753424658,0.0684931506849315,0.00684931506849315,0.00342465753424658,0,0.00342465753424658,0.00342465753424658,0.0136986301369863,0,0.00342465753424658,0.023972602739726,0.0273972602739726,0.00684931506849315,0,0.0102739726027397,0.00684931506849315,0,0,0,0,0,0.023972602739726,0.023972602739726,0.0924657534246575,0.00342465753424658,0.00342465753424658,0.00342465753424658,0,0,0,0,0.00342465753424658,0.0479452054794521,0.0616438356164384,0.0136986301369863,0.00684931506849315,0.00684931506849315,0,0,0.00342465753424658,0,0.0787671232876712,0.0136986301369863,0,0,0.00342465753424658,0,0.00342465753424658,0,0,0
"NCI-H2228",0.126410835214447,0.0135440180586907,0.121896162528217,0.0970654627539503,0.108352144469526,0.0790067720090293,0.0112866817155756,0.00225733634311512,0,0,0,0,0,0,0,0.0090293453724605,0.0812641083521445,0.0474040632054176,0.0203160270880361,0.0090293453724605,0,0.00225733634311512,0,0,0,0,0,0,0.121896162528217,0.0790067720090293,0.054176072234763,0.0112866817155756,0.00451467268623025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H226",0.132075471698113,0.16711590296496,0.242587601078167,0.0566037735849057,0.0107816711590297,0.0134770889487871,0.00539083557951483,0.00269541778975741,0.00808625336927224,0.00269541778975741,0.00269541778975741,0.00269541778975741,0,0,0.00269541778975741,0.315363881401617,0.0242587601078167,0.00539083557951483,0,0,0.00269541778975741,0,0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H2291",0.194852941176471,0.0992647058823529,0.183823529411765,0.113970588235294,0.0808823529411765,0.0183823529411765,0.0147058823529412,0,0.00367647058823529,0,0,0,0,0,0.00367647058823529,0.0367647058823529,0.128676470588235,0.0551470588235294,0.0110294117647059,0.00735294117647059,0,0,0,0,0,0,0,0,0.0441176470588235,0,0,0.00367647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H23",0.178571428571429,0.0357142857142857,0.117857142857143,0.114285714285714,0.075,0.0178571428571429,0.0142857142857143,0.0142857142857143,0.00357142857142857,0.0107142857142857,0,0,0,0,0,0.0428571428571429,0.132142857142857,0.0857142857142857,0.0178571428571429,0,0,0,0,0,0,0.00357142857142857,0,0.00357142857142857,0.0821428571428571,0.025,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.00357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H3122",0.113953488372093,0.0232558139534884,0.0465116279069767,0.104651162790698,0.0837209302325581,0.0674418604651163,0.0162790697674419,0.00465116279069767,0.00465116279069767,0.00232558139534884,0.00465116279069767,0.00465116279069767,0.00232558139534884,0.00232558139534884,0.00232558139534884,0.0441860465116279,0.0906976744186047,0.132558139534884,0.0186046511627907,0.0162790697674419,0.00465116279069767,0.00697674418604651,0,0,0,0,0,0.00930232558139535,0.0534883720930233,0.0627906976744186,0.0186046511627907,0.00697674418604651,0.00232558139534884,0,0,0,0,0,0.00465116279069767,0.0116279069767442,0.00465116279069767,0.00465116279069767,0,0,0.00232558139534884,0,0,0.00697674418604651,0,0.00232558139534884,0,0.00232558139534884,0.00232558139534884,0.00232558139534884,0.00465116279069767,0,0,0
"NCI-H358",0.0902255639097744,0.0300751879699248,0.12531328320802,0.0701754385964912,0.06265664160401,0.0075187969924812,0.012531328320802,0.0075187969924812,0.0050125313283208,0,0.0050125313283208,0,0,0.0025062656641604,0.0025062656641604,0.162907268170426,0.305764411027569,0.0476190476190476,0.0050125313283208,0.0025062656641604,0,0,0,0,0,0,0,0,0.0526315789473684,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H520",0.0668693009118541,0.00759878419452888,0.0349544072948328,0.0653495440729483,0.155015197568389,0.088145896656535,0.060790273556231,0.013677811550152,0.00303951367781155,0.00455927051671732,0,0,0.00151975683890578,0,0.00151975683890578,0.00303951367781155,0.0121580547112462,0.0364741641337386,0.0243161094224924,0.00759878419452888,0.00303951367781155,0.00303951367781155,0.00151975683890578,0.00151975683890578,0,0,0,0,0.033434650455927,0.144376899696049,0.11854103343465,0.0197568389057751,0.0121580547112462,0,0.00151975683890578,0.00151975683890578,0.00151975683890578,0,0.00151975683890578,0.0349544072948328,0.0243161094224924,0.00303951367781155,0.00151975683890578,0.00151975683890578,0,0,0.00151975683890578,0,0.00151975683890578,0.00151975683890578,0,0,0,0,0,0,0,0
"NCI-H522",0.122866894197952,0.0477815699658703,0.215017064846416,0.10580204778157,0.0750853242320819,0.0238907849829352,0.0102389078498294,0.00341296928327645,0.0102389078498294,0,0,0,0,0,0,0.0409556313993174,0.201365187713311,0.0068259385665529,0.0068259385665529,0.0102389078498294,0.0068259385665529,0,0,0,0,0,0,0,0.0648464163822526,0.0170648464163823,0.0102389078498294,0.0068259385665529,0.0102389078498294,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H747",0.233050847457627,0.0635593220338983,0.161016949152542,0.0974576271186441,0.0974576271186441,0.0296610169491525,0.038135593220339,0.00847457627118644,0.00847457627118644,0.00847457627118644,0,0,0,0,0.00423728813559322,0.0211864406779661,0.0974576271186441,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00423728813559322,0,0,0,0,0,0,0,0.0974576271186441,0.00423728813559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-H838",0.142523364485981,0.119158878504673,0.261682242990654,0.107476635514019,0.044392523364486,0.00467289719626168,0.00233644859813084,0.00467289719626168,0,0,0,0,0,0,0,0.0981308411214953,0.105140186915888,0.0514018691588785,0.0186915887850467,0,0.00233644859813084,0,0,0,0,0,0,0,0.014018691588785,0.00467289719626168,0.00233644859813084,0.00934579439252336,0.00467289719626168,0,0,0,0,0,0,0,0,0,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCI-SNU-16",0.0740740740740741,0.0111111111111111,0.0666666666666667,0.0444444444444444,0.122222222222222,0.0333333333333333,0.0148148148148148,0.00740740740740741,0.00740740740740741,0.00740740740740741,0,0,0,0,0.0037037037037037,0.0296296296296296,0.166666666666667,0.0962962962962963,0.0259259259259259,0,0,0,0,0.0111111111111111,0.0037037037037037,0,0,0.0296296296296296,0.174074074074074,0.0481481481481481,0.00740740740740741,0.00740740740740741,0.0037037037037037,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RKO",0.173228346456693,0.173228346456693,0.125984251968504,0.0551181102362205,0.0236220472440945,0.015748031496063,0,0.0078740157480315,0,0,0,0,0,0,0,0.31496062992126,0.0866141732283465,0.015748031496063,0,0,0,0,0,0,0,0,0,0,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RT4",0.136363636363636,0.0142045454545455,0.0795454545454545,0.0880681818181818,0.178977272727273,0.0369318181818182,0.0170454545454545,0.0142045454545455,0.00568181818181818,0.00852272727272727,0.00852272727272727,0.00284090909090909,0.00284090909090909,0.00568181818181818,0.0198863636363636,0.00568181818181818,0.0852272727272727,0.0255681818181818,0.0142045454545455,0,0.00284090909090909,0,0,0,0,0.00284090909090909,0,0.00284090909090909,0.198863636363636,0.0227272727272727,0.0170454545454545,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SW48",0.198473282442748,0.152671755725191,0.213740458015267,0.0610687022900763,0.0152671755725191,0,0,0,0,0,0,0,0,0,0,0.320610687022901,0.0381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SW620",0.172413793103448,0.153605015673981,0.307210031347962,0.0971786833855799,0.0219435736677116,0.00626959247648903,0.00313479623824451,0,0,0,0,0,0,0,0,0.122257053291536,0.0689655172413793,0.0125391849529781,0.00313479623824451,0.00940438871473354,0,0,0.00626959247648903,0,0.00313479623824451,0,0,0,0.00940438871473354,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SW780",0.114285714285714,0.025974025974026,0.122077922077922,0.0805194805194805,0.21038961038961,0.0103896103896104,0.00779220779220779,0.00519480519480519,0,0,0,0,0,0,0,0,0.119480519480519,0.0311688311688312,0.00779220779220779,0.0025974025974026,0,0,0,0,0,0,0,0,0.205194805194805,0.0337662337662338,0.0207792207792208,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SW837",0.163538873994638,0.2171581769437,0.260053619302949,0.0375335120643432,0.0134048257372654,0.00804289544235925,0,0,0,0,0,0,0,0,0,0.230563002680965,0.0616621983914209,0.00804289544235925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SW900",0.123076923076923,0.0676923076923077,0.187692307692308,0.166153846153846,0.0707692307692308,0.0184615384615385,0.00923076923076923,0,0,0.00307692307692308,0,0,0,0,0,0.0584615384615385,0.169230769230769,0.0153846153846154,0.00615384615384615,0.00307692307692308,0,0,0,0,0,0,0,0,0.0553846153846154,0.04,0.00307692307692308,0,0,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SW948",0.174193548387097,0.0387096774193548,0.180645161290323,0.141935483870968,0.0516129032258065,0.0193548387096774,0.0129032258064516,0.0129032258064516,0,0,0,0,0,0,0,0.0903225806451613,0.116129032258065,0.0387096774193548,0.00645161290322581,0,0,0,0,0,0,0,0,0,0.0709677419354839,0.0258064516129032,0.0193548387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T-24",0.126126126126126,0.0045045045045045,0.018018018018018,0.256756756756757,0.220720720720721,0.027027027027027,0.018018018018018,0,0,0,0,0,0.0045045045045045,0,0,0,0.121621621621622,0.027027027027027,0,0.0135135135135135,0,0,0,0,0,0,0,0,0.0900900900900901,0.0495495495495495,0,0,0,0,0,0,0,0,0,0.0135135135135135,0.00900900900900901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T47D",0.15028901734104,0.0346820809248555,0.225433526011561,0.0982658959537572,0.127167630057803,0.0144508670520231,0,0.00289017341040462,0,0,0,0,0,0,0,0.0115606936416185,0.109826589595376,0.0346820809248555,0.0173410404624277,0.0144508670520231,0.00289017341040462,0,0,0,0,0,0,0,0.132947976878613,0.0115606936416185,0.0115606936416185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCCSUP",0.192307692307692,0.0269230769230769,0.196153846153846,0.161538461538462,0.0769230769230769,0.0115384615384615,0.0192307692307692,0.0115384615384615,0,0,0,0,0,0,0,0.00384615384615385,0.142307692307692,0.0346153846153846,0.0115384615384615,0,0,0,0,0,0,0,0,0.00384615384615385,0.0846153846153846,0.0115384615384615,0.00384615384615385,0,0,0,0,0.00384615384615385,0,0,0.00384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UACC-812",0.0670391061452514,0.0279329608938547,0.143389199255121,0.130353817504655,0.0502793296089385,0.0353817504655493,0.0130353817504655,0.00931098696461825,0.00186219739292365,0.00186219739292365,0,0,0.00186219739292365,0,0,0.0540037243947858,0.195530726256983,0.0242085661080074,0.0204841713221601,0.0223463687150838,0.0186219739292365,0.0242085661080074,0,0.00931098696461825,0.00186219739292365,0.00186219739292365,0,0,0.0670391061452514,0.0204841713221601,0.0279329608938547,0.0148975791433892,0.00558659217877095,0.00186219739292365,0.00186219739292365,0.00186219739292365,0.0037243947858473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UM-UC-3",0.125786163522013,0.0670859538784067,0.10062893081761,0.132075471698113,0.119496855345912,0.0272536687631027,0.00838574423480084,0.00209643605870021,0.00209643605870021,0.00209643605870021,0,0,0,0,0,0.0607966457023061,0.10482180293501,0.10482180293501,0.0482180293501048,0.00209643605870021,0,0.00209643605870021,0,0,0,0,0,0,0.0356394129979036,0.0440251572327044,0.00628930817610063,0,0.00209643605870021,0,0,0,0,0,0,0,0,0,0,0.00209643605870021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCaP",0.0585106382978723,0.0283687943262411,0.074468085106383,0.0868794326241135,0.101063829787234,0.0301418439716312,0.0106382978723404,0.00531914893617021,0.00354609929078014,0.00709219858156028,0.00354609929078014,0.00177304964539007,0.00177304964539007,0.00177304964539007,0.00531914893617021,0.0726950354609929,0.214539007092199,0.0868794326241135,0.0212765957446809,0.00886524822695036,0.00709219858156028,0.00531914893617021,0,0.00177304964539007,0.00177304964539007,0.00177304964539007,0,0.00177304964539007,0.102836879432624,0.0354609929078014,0.00531914893617021,0.00354609929078014,0,0.00354609929078014,0,0,0,0,0,0.00531914893617021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VM-CUB-1",0.0639269406392694,0.253424657534247,0.34703196347032,0.0251141552511416,0.0114155251141553,0,0,0,0,0,0,0,0,0,0,0.198630136986301,0.089041095890411,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0.0045662100456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
