CELL_LINE	COMBINATION_ID	PREDICTION
BT-20	ESR1.MTOR_1	31.03566039645
HCC1395	ESR1.MTOR_1	19.6323614879253
HCC1428	ESR1.MTOR_1	8.17273966382767
MDA-MB-436	ESR1.MTOR_1	34.7354131910571
MDA-MB-468	ESR1.MTOR_1	10.3831946739364
MFM-223	ESR1.MTOR_1	1.54295993030621
M14	ESR1.MTOR_1	22.0108738042762
HCC1395	AKT_1.ESR1_1	16.5987003233581
HCC1954	AKT_1.ESR1_1	55.0763127224473
MDA-MB-157	AKT_1.ESR1_1	55.7715429479472
MDA-MB-453	AKT_1.ESR1_1	26.3652684440085
T47D	AKT_1.ESR1_1	21.418107617343
CAMA-1	ESR1_1.MTOR_1	-25.6393552733676
EVSA-T	ESR1_1.MTOR_1	-14.133326787331
MCF7	ESR1_1.MTOR_1	0.832534313904675
MDA-MB-157	ESR1_1.MTOR_1	13.8125989874696
EVSA-T	ESR1_1.PIK3C	16.3093566336076
HCC1187	ESR1_1.PIK3C	13.1804755766581
HCC1419	ESR1_1.PIK3C	18.5744189161342
MDA-MB-415	ESR1_1.PIK3C	11.3660983821137
MDA-MB-436	ESR1_1.PIK3C	23.9217165341146
HCC1954	ESR1_3.MTOR_1	8.53909176036322
MDA-MB-157	ESR1_3.MTOR_1	43.4431348068021
MDA-MB-415	ESR1_3.MTOR_1	22.3826645680359
MDA-MB-453	ESR1_3.MTOR_1	18.8028239346118
T47D	ESR1_3.MTOR_1	19.169605303602
BT-549	BCL2_BCL2L1.FASN	-2.59368836564188
DU-4475	BCL2_BCL2L1.FASN	17.426993447579
HCC1187	BCL2_BCL2L1.FASN	-1.47013051033739
Hs-578-T	BCL2_BCL2L1.FASN	5.00268859968044
MDA-MB-157	BCL2_BCL2L1.FASN	17.0521070224031
MDA-MB-453	BCL2_BCL2L1.FASN	5.56617947829853
CAL-120	FASN.MAP2K_1	10.7068724054864
CAL-51	FASN.MAP2K_1	8.64440191270072
DU-4475	FASN.MAP2K_1	-0.365763502788893
HCC1187	FASN.MAP2K_1	12.9505809162402
HCC1806	FASN.MAP2K_1	11.2590880642168
MDA-MB-468	FASN.MAP2K_1	10.3831946740267
M14	FASN.MAP2K_1	22.0108738045216
BT-20	FASN.MTOR_1	33.2847190611917
CAMA-1	FASN.MTOR_1	11.3576557123683
HCC1806	FASN.MTOR_1	21.4735828159507
HCC1937	FASN.MTOR_1	10.9734257878218
MDA-MB-453	FASN.MTOR_1	1.34282486378576
MDA-MB-468	FASN.MTOR_1	24.544911526809
MFM-223	FASN.MTOR_1	14.3109293344672
HCC1143	AKT.FGFR	2.68991676821348
HCC1428	AKT.FGFR	3.91639789641632
HCC38	AKT.FGFR	12.2386737149831
KATOIII	AKT.FGFR	11.339973122452
MDA-MB-231	AKT.FGFR	14.6983005426211
MDA-MB-436	AKT.FGFR	34.3889845950378
MDA-MB-468	AKT.FGFR	2.70901336433155
NCI-H520	AKT.FGFR	11.6862815078877
RT4	AKT.FGFR	24.9070302463911
NCI-SNU-16	AKT.FGFR	12.4373402863158
J82	BCL2_BCL2L1.FGFR	-1.61028072939567
MCF7	BCL2_BCL2L1.FGFR	6.53432720356929
NCI-H1703	BCL2_BCL2L1.FGFR	17.1495680679276
NCI-SNU-16	BCL2_BCL2L1.FGFR	4.27655694833202
SW780	BCL2_BCL2L1.FGFR	5.61124265406366
TCCSUP	BCL2_BCL2L1.FGFR	-3.11831378432783
VM-CUB-1	BCL2_BCL2L1.FGFR	2.28435223543921
CAL-120	BCL2_BCL2L1_BCL2L2.FGFR	-9.4986267024053
HCC1500	BCL2_BCL2L1_BCL2L2.FGFR	3.93772192299314
MCF7	BCL2_BCL2L1_BCL2L2.FGFR	5.6225749737866
RT4	BCL2_BCL2L1_BCL2L2.FGFR	30.4174321930111
T47D	BCL2_BCL2L1_BCL2L2.FGFR	12.0095457206712
CAL-120	Chloroquine.FGFR	-7.77883287184351
HCC1500	Chloroquine.FGFR	12.012332223592
KATOIII	Chloroquine.FGFR	5.9772993523437
MCF7	Chloroquine.FGFR	1.10835340301498
NCI-SNU-16	Chloroquine.FGFR	5.44052068777736
MCF7	ERBB.FGFR	33.7489611861031
NCI-H1703	ERBB.FGFR	29.0226902902196
BT-20	FGFR.MTOR_1	10.3972732866902
BT-549	FGFR.MTOR_1	7.78872872222522
CAL-120	FGFR.MTOR_1	7.60607462837723
CAMA-1	FGFR.MTOR_1	11.0119384177014
DU-4475	FGFR.MTOR_1	-11.6030110123694
HCC1806	FGFR.MTOR_1	0.649489252530584
HCC38	FGFR.MTOR_1	-3.21668785765877
KATOIII	FGFR.MTOR_1	8.85868559332291
MDA-MB-436	FGFR.MTOR_1	8.57986000597765
MDA-MB-468	FGFR.MTOR_1	2.24919691044884
NCI-H1703	FGFR.MTOR_1	2.87144839481473
BT-474	FGFR.MTOR_3	5.51957435762982
CAL-120	FGFR.MTOR_3	16.3761635092987
DMS-114	FGFR.MTOR_3	2.3920880303534
HCC1419	FGFR.MTOR_3	4.38674982301176
MDA-MB-361	FGFR.MTOR_3	8.4628489701489
BT-474	FGFR.PIK3C_MTOR	2.99292976627483
KMS-11	FGFR.PIK3C_MTOR	4.42878214393647
NCI-H1703	FGFR.PIK3C_MTOR	6.33977407204102
NCI-H520	FGFR.PIK3C_MTOR	10.9195281197008
T47D	FGFR.PIK3C_MTOR	11.9124587566476
CAL-120	FGFR.Proteasome_2	13.4727604162265
CAMA-1	FGFR.Proteasome_2	10.0844444105584
HCC1500	FGFR.Proteasome_2	21.0585040544205
KATOIII	FGFR.Proteasome_2	16.2535543802841
RT4	FGFR.Proteasome_2	1.81358618054327
NCI-H1703	FGFR.WNT	6.72234072018703
RT4	FGFR.WNT	-2.80552311697935
NCI-SNU-16	FGFR.WNT	-0.39124106631159
BFTC-905	ATM.Gemcitabine	8.99034422669911
HT-1376	ATM.Gemcitabine	12.8272495017158
UM-UC-3	ATM.Gemcitabine	6.07265558496676
KU-19-19	BCL2_BCL2L1.Gemcitabine	6.50460339654063
SW780	BCL2_BCL2L1.Gemcitabine	21.9383346864927
TCCSUP	BCL2_BCL2L1.Gemcitabine	9.88368441597683
647-V	ERBB.Gemcitabine	15.0657865049126
KU-19-19	ERBB.Gemcitabine	8.05259716895958
UM-UC-3	ERBB.Gemcitabine	10.5357486534324
SW780	Gemcitabine.PARP1	13.3493592826636
T-24	Gemcitabine.PARP1	13.80301773032
VM-CUB-1	Gemcitabine.PARP1	-0.81102590418641
J82	ATR_4.HDAC_4	-16.971714947334
SW780	ATR_4.HDAC_4	-10.8885452218521
UM-UC-3	ATR_4.HDAC_4	-3.8255734881719
647-V	HDAC_4.PARP1	0.397910168717649
BFTC-905	HDAC_4.PARP1	12.0111924642142
HT-1197	HDAC_4.PARP1	0.109940148152887
TCCSUP	HSP90.PARP1	14.7420127287856
Calu-6	ATR_4.IAP	3.76241313733872
NCI-H1299	ATR_4.IAP	3.19419070117087
NCI-H1437	ATR_4.IAP	6.04652667402335
NCI-H1703	ATR_4.IAP	1.30958244929961
NCI-H2085	ATR_4.IAP	13.1621385500091
NCI-H2228	ATR_4.IAP	5.49578679448803
NCI-H23	ATR_4.IAP	13.299647956518
SW780	ATR_4.IAP	5.03596900819941
SW900	ATR_4.IAP	-1.21545969854892
A549	BCL2L1.IAP	30.2890783521444
DMS-114	BCL2L1.IAP	23.9611078342408
HCC1187	BCL2L1.IAP	32.5583865529199
HCC1954	BCL2L1.IAP	25.5550429119417
MCF7	BCL2L1.IAP	28.8557313096227
MDA-MB-157	BCL2L1.IAP	29.6757599966439
MDA-MB-415	BCL2L1.IAP	33.5045075318133
MDA-MB-436	BCL2L1.IAP	36.791646628804
NCI-H2170	BCL2L1.IAP	31.0135616978775
NCI-H2228	BCL2L1.IAP	55.7658272060937
NCI-H226	BCL2L1.IAP	16.6566881281694
SW900	BCL2L1.IAP	37.7266433527815
T-24	BCL2_BCL2L1.IAP	21.4076220796113
UM-UC-3	BCL2_BCL2L1.IAP	12.2893731176445
VM-CUB-1	BCL2_BCL2L1.IAP	17.0125850476042
LS-513	CHEK1.IAP	4.62091852107908
SW48	CHEK1.IAP	5.58455313690199
A549	Doxorubicin.IAP	-1.61711802541336
NCI-H1975	Doxorubicin.IAP	-7.74140073622318
NCI-H2228	Doxorubicin.IAP	-1.28084093885244
NCI-H2291	Doxorubicin.IAP	7.05385010385278
NCI-H23	Doxorubicin.IAP	13.3290778287738
NCI-H520	Doxorubicin.IAP	-5.77377330128263
SW900	Doxorubicin.IAP	21.0670079544134
HT-29	IAP.IGFR_3	10.1975710498757
LS-513	IAP.IGFR_3	9.13474958327274
SW948	IAP.IGFR_3	30.7461735752494
LS-513	IAP.IGFR_4	23.7742523652608
RKO	IAP.IGFR_4	10.3821871581295
SW48	IAP.IGFR_4	4.70242065910062
C32	IAP.JAK	1.32340939493555
COLO-205	IAP.JAK	6.44651843879083
SW837	IAP.JAK	-7.62083533510013
C32	IAP.Oxaliplatin	11.2627295336937
SW620	IAP.Oxaliplatin	40.3415953131487
SW837	IAP.Oxaliplatin	-6.1654173783643
647-V	IAP.PARP1	26.211674746803
C32	IAP.PARP1	19.6681133578864
HT-29	IAP.PARP1	3.11160006124774
SW837	IAP.PARP1	-0.969285293349389
SW948	IAP.PARP1	30.8706565782773
UM-UC-3	IAP.PARP1	13.8403377832378
A549	IAP.PIK3C	10.8849425269126
C32	IAP.PIK3C	17.9751631683545
LS-513	IAP.PIK3C	37.9028939147492
NCI-H1299	IAP.PIK3C	28.7289184934102
NCI-H1437	IAP.PIK3C	16.4795205402397
NCI-H2228	IAP.PIK3C	27.8767927780457
NCI-H23	IAP.PIK3C	22.9051343556913
NCI-H522	IAP.PIK3C	39.0264382593917
RKO	IAP.PIK3C	13.0251172551141
SW620	IAP.PIK3C	49.8724330174682
Calu-6	IAP.PIK3CA_3	16.3238795300386
NCI-H2085	IAP.PIK3CA_3	33.0542191436614
NCI-H2228	IAP.PIK3CA_3	25.5676906325769
NCI-H3122	IAP.PIK3CA_3	9.04263814821625
NCI-H358	IAP.PIK3CA_3	21.605504616462
NCI-H522	IAP.PIK3CA_3	35.3453017294887
NCI-H838	IAP.PIK3CA_3	23.277335102109
Calu-6	IAP.PIK3CB	19.7431315233022
COLO-205	IAP.PIK3CB	18.6955581209583
NCI-H1437	IAP.PIK3CB	17.9581192299502
NCI-H1793	IAP.PIK3CB	14.3637808891418
NCI-H2228	IAP.PIK3CB	29.225882486445
NCI-H3122	IAP.PIK3CB	14.3442661376663
NCI-H358	IAP.PIK3CB	25.972937157875
NCI-H520	IAP.PIK3CB	25.2405462893252
NCI-H747	IAP.PIK3CB	21.4409484066223
SW48	IAP.PIK3CB	25.2961477673191
C32	IAP.PTK2	14.8429196064973
LS-513	IAP.PTK2	40.2722012020571
SW837	IAP.PTK2	-6.37617732619112
HT-29	IAP.SN38	16.1914301277472
LS-513	IAP.SN38	51.6911150551578
SW620	IAP.SN38	59.5558474205417
DMS-114	IAP.TNF	16.845513962405
J82	IAP.TNF	4.59115215781269
NCI-H1703	IAP.TNF	16.8532959283215
RT4	IAP.TNF	99.2598822384475
VM-CUB-1	IAP.TNF	5.7815242048552
DMS-114	IAP.TOP2_2	15.4577752497514
NCI-H1793	IAP.TOP2_2	16.4591846028506
NCI-H1975	IAP.TOP2_2	13.9941675018787
NCI-H2228	IAP.TOP2_2	29.4046615509954
NCI-H3122	IAP.TOP2_2	15.0227900204793
NCI-H522	IAP.TOP2_2	37.9905337157527
SW900	IAP.TOP2_2	60.3982230969982
A549	IAP.Topotecan	16.203016925421
NCI-H1563	IAP.Topotecan	25.6485179554223
NCI-H1703	IAP.Topotecan	19.0157228295896
NCI-H1975	IAP.Topotecan	20.7546638189727
NCI-H2085	IAP.Topotecan	34.8179594756393
NCI-H2228	IAP.Topotecan	31.2545467895667
NCI-H226	IAP.Topotecan	18.8985321009383
A549	IAP.Vinorelbine	10.2343428349459
DMS-114	IAP.Vinorelbine	9.41910449168644
NCI-H1437	IAP.Vinorelbine	14.0234310380979
NCI-H1793	IAP.Vinorelbine	6.26289234159678
NCI-H2085	IAP.Vinorelbine	31.5260634753194
NCI-H358	IAP.Vinorelbine	19.2142124333299
NCI-H838	IAP.Vinorelbine	26.7670045544739
C32	JAK.MTOR	19.4368521103119
LS-513	JAK.MTOR	21.7780014713903
NCI-H747	JAK.MTOR	20.1673001571208
647-V	ATR_4.MAP2K_1	18.2340019944754
HT-1376	ATR_4.MAP2K_1	-0.126358306880803
J82	ATR_4.MAP2K_1	16.6819772645644
SW780	ATR_4.MAP2K_1	26.6197033732389
T-24	ATR_4.MAP2K_1	15.7121162146862
BFTC-905	BCL2_BCL2L1.MAP2K_1	2.16707900801633
HT-1376	BCL2_BCL2L1.MAP2K_1	26.3193818319809
J82	BCL2_BCL2L1.MAP2K_1	0.676724790007444
NCI-H1299	BRAF_M.MAP2K_1	38.3032551222708
NCI-H1437	BRAF_M.MAP2K_1	23.3934440529043
NCI-H1793	BRAF_M.MAP2K_1	5.81985797665508
NCI-H2085	BRAF_M.MAP2K_1	34.5424202255716
NCI-H2170	BRAF_M.MAP2K_1	15.9192315288728
NCI-H23	BRAF_M.MAP2K_1	31.2794927639614
NCI-H522	BRAF_M.MAP2K_1	41.2070745633218
NCI-H838	BRAF_M.MAP2K_1	31.892376080445
RKO	BRAF_M.MAP2K_1	25.0978921742099
Calu-6	BRAF_M2.MAP2K_1	34.7559651262305
DMS-114	BRAF_M2.MAP2K_1	27.5646972800345
NCI-H1975	BRAF_M2.MAP2K_1	24.8629867474818
NCI-H226	BRAF_M2.MAP2K_1	17.5292919736101
NCI-H2291	BRAF_M2.MAP2K_1	38.2462515803451
NCI-H23	BRAF_M2.MAP2K_1	26.1988815262831
NCI-H522	BRAF_M2.MAP2K_1	13.9475402861067
SW900	BRAF_M2.MAP2K_1	32.0966930821206
647-V	HSP90.MAP2K_1	10.7781910223305
BT-474	HSP90.MAP2K_1	1.50457124247918
HT-1197	HSP90.MAP2K_1	5.99392755869206
T47D	HSP90.MAP2K_1	16.0877431480972
TCCSUP	HSP90.MAP2K_1	3.01439441552518
COLO-205	IGFR_3.MAP2K_1	18.1902703977853
HT-29	IGFR_3.MAP2K_1	11.8809044958113
SW48	IGFR_3.MAP2K_1	25.3696936245405
COLO-205	IGFR_4.MAP2K_1	18.5978310406665
HT-29	IGFR_4.MAP2K_1	21.7884192081531
NCI-H747	IGFR_4.MAP2K_1	15.8825146664906
EVSA-T	MAP2K_1.MTOR_1	-11.5673130826472
HCC1419	MAP2K_1.MTOR_1	1.05895486963389
HCC1954	MAP2K_1.MTOR_1	10.0627895856306
MCF7	MAP2K_1.MTOR_1	-13.4846136893645
MDA-MB-361	MAP2K_1.MTOR_1	-6.77099855836037
MDA-MB-436	MAP2K_1.MTOR_1	-2.98871998931464
CAMA-1	MAP2K_1.PIK3C	11.9083403285441
EVSA-T	MAP2K_1.PIK3C	5.68018845869512
HCC1419	MAP2K_1.PIK3C	30.5903658612874
HCC1569	MAP2K_1.PIK3C	16.8934743215795
HCC70	MAP2K_1.PIK3C	16.97538787661
MDA-MB-157	MAP2K_1.PIK3C	33.8217780979107
MDA-MB-436	MAP2K_1.PIK3C	32.5213487073624
RKO	MAP2K_1.PIK3C	39.0746029912814
HT-1376	MAP2K_1.PIM1	23.5374502502335
J82	MAP2K_1.PIM1	48.2577008974857
TCCSUP	MAP2K_1.PIM1	35.5929303964541
UM-UC-3	MAP2K_1.PIM1	31.9961409688179
NCI-H747	MAP2K_1.PTK2	11.6348535989384
RKO	MAP2K_1.PTK2	36.1042420770355
SW48	MAP2K_1.PTK2	21.6921559204631
RKO	MAP2K_1.TKI	34.8458112730222
SW620	MAP2K_1.TKI	21.4071676483515
SW948	MAP2K_1.TKI	33.4321978691666
BT-20	MAP2K_3.PIK3C	52.6325075356009
HCC1419	MAP2K_3.PIK3C	41.9239502408954
MCF7	MAP2K_3.PIK3C	47.822099735369
MDA-MB-361	MAP2K_3.PIK3C	27.6471270461693
MDA-MB-415	MAP2K_3.PIK3C	37.9849672037094
MDA-MB-436	MAP2K_3.PIK3C	49.5713200835948
A549	ALK.MTOR_1	26.2347072553454
NCI-H1437	ALK.MTOR_1	10.6814914330165
NCI-H2291	ALK.MTOR_1	23.1176286399575
NCI-H520	ALK.MTOR_1	27.6816261679817
NCI-H522	ALK.MTOR_1	29.2704500817103
NCI-H1703	ALK_2.MTOR_1	46.6459520850076
NCI-H2085	ALK_2.MTOR_1	48.4043914892602
NCI-H2291	ALK_2.MTOR_1	30.3742602867515
NCI-H3122	ALK_2.MTOR_1	28.7768434232483
NCI-H522	ALK_2.MTOR_1	32.4231864417248
NCI-H838	ALK_2.MTOR_1	41.734290392482
647-V	ATR_4.MTOR_1	-8.78232883195413
BFTC-905	ATR_4.MTOR_1	-14.569274541831
T-24	ATR_4.MTOR_1	-11.9602131542274
BFTC-905	ERBB.MTOR_1	33.1873436321927
HT-1376	ERBB.MTOR_1	36.6547327906476
J82	ERBB.MTOR_1	27.9365180514142
UM-UC-3	ERBB.MTOR_1	33.6578681128683
VM-CUB-1	ERBB.MTOR_1	24.402068539091
UACC-812	ESR1_1.MTOR_1	-3.69218138453695
UACC-812	ESR1_3.MTOR_1	12.5390652729577
647-V	FGFR.MTOR_1	9.13888358540654
BT-549	MAP2K_1.MTOR_1	-16.4101049401075
CAL-148	MAP2K_1.MTOR_1	-9.92611480902605
DU-4475	MAP2K_1.MTOR_1	-14.2578357584553
HT-1376	MAP2K_1.MTOR_1	-6.36445534927807
SW780	MAP2K_1.MTOR_1	-12.8310724457452
TCCSUP	MAP2K_1.MTOR_1	-12.059812433798
UM-UC-3	MAP2K_1.MTOR_1	-13.182971318179
HT-1376	MTOR_1.PIK3C	12.1894906290157
J82	MTOR_1.PIK3C	30.5172021010295
MDA-MB-361	MTOR_1.PIK3C	17.1144958561841
MDA-MB-415	MTOR_1.PIK3C	28.6859762335143
MDA-MB-436	MTOR_1.PIK3C	21.1893146233924
MDA-MB-453	MTOR_1.PIK3C	2.14195778103797
MDA-MB-468	MTOR_1.PIK3C	18.6046011910246
SW780	MTOR_1.PIK3C	24.1575960157809
UM-UC-3	MTOR_1.PIK3C	27.4927885296873
BT-474	HDAC_4.PARP1	3.13465325272132
HCC1500	HDAC_4.PARP1	3.26400264803805
CAMA-1	HSP90.PARP1	2.81088012860816
HCC1419	HSP90.PARP1	12.2805602027033
HCC1500	HSP90.PARP1	5.14807427646977
MDA-MB-361	HSP90.PARP1	14.303689743225
UACC-812	HSP90.PARP1	15.6876134387912
CAL-120	PARP1.PIK3C	15.7533399583041
CAL-51	PARP1.PIK3C	7.33758968154387
DU-4475	PARP1.PIK3C	-7.5403901520874
HCC1395	PARP1.PIK3C	9.12077105274251
HCC1806	PARP1.PIK3C	1.9433682982155
HCC38	PARP1.PIK3C	-0.490653809672439
HCC70	PARP1.PIK3C	9.2971887913702
BT-20	PARP1.PIK3CB_PIK3CD	8.93376777966318
CAL-148	PARP1.PIK3CB_PIK3CD	17.6140960340903
CAMA-1	PARP1.PIK3CB_PIK3CD	2.93364188415769
MDA-MB-231	PARP1.PIK3CB_PIK3CD	14.1291469778371
MDA-MB-453	PARP1.PIK3CB_PIK3CD	11.2150633667473
MFM-223	PARP1.PIK3CB_PIK3CD	-3.41799574163058
Calu-6	ADAM17.PIK3C	33.5748668075647
NCI-H1437	ADAM17.PIK3C	1.84181232981111
NCI-H1563	ADAM17.PIK3C	17.3221478433835
NCI-H1703	ADAM17.PIK3C	21.135759371768
NCI-H2228	ADAM17.PIK3C	30.1245022361371
NCI-H226	ADAM17.PIK3C	11.9044206069489
NCI-H358	ADAM17.PIK3C	11.1514141383316
MCF7	AKT_1.PIK3C	34.9931438864001
MDA-MB-415	AKT_1.PIK3C	28.9914386942996
A549	ALK.PIK3C	19.6444302373017
NCI-H1299	ALK.PIK3C	15.5924671618411
NCI-H1703	ALK.PIK3C	14.4816368718574
NCI-H1793	ALK.PIK3C	16.9998378280223
NCI-H23	ALK.PIK3C	21.2373359456218
NCI-H358	ALK.PIK3C	13.3201483505739
BFTC-905	HSP90.PIK3C	14.8646383732604
J82	HSP90.PIK3C	6.34386876181595
SW780	HSP90.PIK3C	0.0733281082412613
647-V	IAP.PIK3C	25.7903792786412
HT-1376	IAP.PIK3C	35.1346924492719
SW780	IAP.PIK3C	-1.77350797959035
T-24	IAP.PIK3C	33.1354620973136
BFTC-905	MAP2K_1.PIK3C	34.5807668307601
BT-549	MAP2K_1.PIK3C	19.7602665431142
CAL-51	MAP2K_1.PIK3C	18.8351308519956
DU-4475	MAP2K_1.PIK3C	10.2420777979615
Hs-578-T	MAP2K_1.PIK3C	10.5232695310435
J82	MAP2K_1.PIK3C	35.3827384976963
MFM-223	MAP2K_1.PIK3C	16.5289298884609
SW780	MAP2K_1.PIK3C	33.6396626194437
UM-UC-3	MAP2K_1.PIK3C	26.3133379272634
CAL-120	MTOR_1.PIK3C	23.8450293121987
DU-4475	MTOR_1.PIK3C	-1.25447198234888
HCC1806	MTOR_1.PIK3C	9.43778333369436
MFM-223	MTOR_1.PIK3C	-12.7275571832797
HT-1376	PARP1.PIK3C	7.38582122346028
J82	PARP1.PIK3C	15.8213182270715
TCCSUP	PARP1.PIK3C	10.5989532654497
UM-UC-3	PARP1.PIK3C	9.95304307488376
647-V	PIK3C.PIM1	7.21460853655339
SW780	PIK3C.PIM1	7.79267338565249
TCCSUP	PIK3C.PIM1	-8.99099881403226
647-V	PIK3C.TNFSF10	-9.92585346854934
BFTC-905	PIK3C.TNFSF10	-4.64470523534078
VM-CUB-1	PIK3C.TNFSF10	-2.73065887173213
A549	CSNK2A1_2.PIK3CA_3	0.0845744424336221
Calu-6	CSNK2A1_2.PIK3CA_3	-0.960670642189509
NCI-H1299	CSNK2A1_2.PIK3CA_3	8.68084299722768
NCI-H2085	CSNK2A1_2.PIK3CA_3	21.8002706669953
NCI-H520	CSNK2A1_2.PIK3CA_3	-4.79107072906549
SW900	CSNK2A1_2.PIK3CA_3	25.1496598022014
CAL-51	MTOR_1.PIK3CA_4	2.76874502091081
HCC1806	MTOR_1.PIK3CA_4	-11.4070912957437
HCC38	MTOR_1.PIK3CA_4	-3.86497744379243
MDA-MB-157	MTOR_1.PIK3CA_4	20.2917935723668
MDA-MB-231	MTOR_1.PIK3CA_4	12.0093843807724
MDA-MB-436	MTOR_1.PIK3CA_4	4.91070986054997
MDA-MB-468	MTOR_1.PIK3CA_4	-2.32730102666374
CAL-120	PIK3C_2.PIK3CA_4	1.05284700985971
CAL-148	PIK3C_2.PIK3CA_4	-12.4256834249197
CAL-51	PIK3C_2.PIK3CA_4	4.65094816439735
DU-4475	PIK3C_2.PIK3CA_4	-3.81005696326129
HCC1428	PIK3C_2.PIK3CA_4	-3.31846369638884
HCC1806	PIK3C_2.PIK3CA_4	-5.83603606354879
MFM-223	PIK3C_2.PIK3CA_4	10.1847084460646
Calu-6	ALK_2.PIK3CB	24.6031937372327
NCI-H1793	ALK_2.PIK3CB	15.5086117936239
NCI-H2170	ALK_2.PIK3CB	27.108251933951
NCI-H2291	ALK_2.PIK3CB	21.4981398186653
NCI-H23	ALK_2.PIK3CB	31.0576060007656
NCI-H3122	ALK_2.PIK3CB	23.7729905166347
Calu-6	PIK3CB.Topotecan	6.67700310033692
DMS-114	PIK3CB.Topotecan	-5.9618187037762
NCI-H1299	PIK3CB.Topotecan	-2.21450980414222
NCI-H1437	PIK3CB.Topotecan	-14.4603037281044
NCI-H1975	PIK3CB.Topotecan	-10.5555704955668
NCI-H2170	PIK3CB.Topotecan	2.53376038190238
NCI-H2291	PIK3CB.Topotecan	-1.65482719882922
VCaP	ADAM17.PIK3CB_PIK3CD	2.76922725473431
J82	EG5.PIK3CB_PIK3CD	0.887178929405183
SW780	EG5.PIK3CB_PIK3CD	-5.00115854205309
TCCSUP	EG5.PIK3CB_PIK3CD	-21.2584253013101
647-V	PARP1.PIK3CB_PIK3CD	11.9991852278831
BFTC-905	PARP1.PIK3CB_PIK3CD	28.5277589659642
TCCSUP	PARP1.PIK3CB_PIK3CD	1.02824187576856
UM-UC-3	PARP1.PIK3CB_PIK3CD	13.7691466612598
VM-CUB-1	PARP1.PIK3CB_PIK3CD	16.0942078236664
BT-549	BCL2_BCL2L1.PIM1	4.51737777302228
CAL-120	BCL2_BCL2L1.PIM1	-7.55644468802588
CAMA-1	BCL2_BCL2L1.PIM1	7.92935532582695
HCC1395	BCL2_BCL2L1.PIM1	-3.99337333124076
HCC1428	BCL2_BCL2L1.PIM1	6.92396040181978
HT-1376	BCL2_BCL2L1.PIM1	17.4086170053772
J82	BCL2_BCL2L1.PIM1	-2.26424437696004
KU-19-19	BCL2_BCL2L1.PIM1	2.66001235152238
MDA-MB-436	BCL2_BCL2L1.PIM1	8.46282538176778
T-24	BCL2_BCL2L1.PIM1	16.6537596007221
BT-20	MAP2K_1.PIM1	51.4901933945919
CAMA-1	MAP2K_1.PIM1	31.4084015639718
HCC1428	MAP2K_1.PIM1	7.68288389912116
MDA-MB-157	MAP2K_1.PIM1	45.4863499842722
MDA-MB-436	MAP2K_1.PIM1	43.8805017206965
MFM-223	MAP2K_1.PIM1	8.83291047034588
CAL-148	PIK3C.PIM1	3.57904936585711
CAL-51	PIK3C.PIM1	3.95172132534423
HCC1428	PIK3C.PIM1	0.349765215329592
MDA-MB-231	PIK3C.PIM1	4.97586377847084
MDA-MB-453	PIK3C.PIM1	3.24693976467968
MDA-MB-468	PIK3C.PIM1	1.31033733510481
M14	PIK3C.PIM1	7.29975334101063
NCI-H1437	PIM1.TOP2_2	-10.9586939025783
NCI-H1703	PIM1.TOP2_2	9.05447105034202
NCI-H2085	PIM1.TOP2_2	28.6257455167678
NCI-H226	PIM1.TOP2_2	-14.6137398738247
NCI-H2291	PIM1.TOP2_2	2.97897411341505
NCI-H23	PIM1.TOP2_2	4.79089006095858
HCC1937	AKT.PIP5K1	10.3008678815268
HCC70	AKT.PIP5K1	2.23782583185205
MDA-MB-157	AKT.PIP5K1	26.8919881253696
MDA-MB-231	AKT.PIP5K1	17.6400088307103
MDA-MB-453	AKT.PIP5K1	14.777326448336
M14	AKT.PIP5K1	12.9638897133306
BT-20	MAP2K_1.PIP5K1	26.8555526015178
BT-549	MAP2K_1.PIP5K1	12.6252937556096
HCC1806	MAP2K_1.PIP5K1	12.2960567001611
HCC38	MAP2K_1.PIP5K1	24.6293816293094
MDA-MB-231	MAP2K_1.PIP5K1	34.2429542042833
MDA-MB-436	MAP2K_1.PIP5K1	23.0321259128401
BT-20	PIK3C.PIP5K1	9.65889575702464
CAL-51	PIK3C.PIP5K1	12.6545565278463
HCC1143	PIK3C.PIP5K1	12.3512914001826
HCC1395	PIK3C.PIP5K1	17.9929911426423
HCC1428	PIK3C.PIP5K1	11.2629335925506
MDA-MB-231	PIK3C.PIP5K1	20.6687376980506
MFM-223	PIK3C.PIP5K1	5.27312200707467
CAL-51	PIK3CB_PIK3CD.PIP5K1	0.122641168333764
HCC1143	PIK3CB_PIK3CD.PIP5K1	-7.7466630619361
HCC1395	PIK3CB_PIK3CD.PIP5K1	1.70980368596247
HCC1428	PIK3CB_PIK3CD.PIP5K1	-7.94217365696186
HCC70	PIK3CB_PIK3CD.PIP5K1	-6.9246763500643
MDA-MB-453	PIK3CB_PIK3CD.PIP5K1	-5.57076959959277
BT-20	BCL2_BCL2L1.SLC16A4	18.956466110274
BT-549	BCL2_BCL2L1.SLC16A4	9.85818479910668
CAL-51	BCL2_BCL2L1.SLC16A4	20.4979845175715
HCC1937	BCL2_BCL2L1.SLC16A4	16.9499362195443
HCC70	BCL2_BCL2L1.SLC16A4	0.121159099391889
